name;year;mileage;engine_power_kW;engine_power_hp;fuel;consumption;ecology;gearbox;price;currency;capacity;other;engine_size;nr_of_accidents;color_exterior;color_interior
Mercedes-Benz GLC 63 AMG S Coupe 9G Tronic (510KM) Promocyjny Leasing 101%!;2019;10 km;;;Petrol;;;;445000.0;PLN;3982 cm33;[];;;;
Mercedes-Benz GLE 350d 4Matic 9G Tronic (272KM) Promocyjny leasing 100%!;2019;5 km;;;Diesel;;;;364500.0;PLN;2925 cm33;[];;;;
"Mercedes-Benz Klasa B ""Promocyjny leasing 101%""";2019;5 km;;;Petrol;;;;128800.0;PLN;1332 cm33;[];;;;
Mercedes-Benz Klasa B 180d 7G DCT (116KM) Wyprzeda¿ 2019 Leasing 100%;2019;1 km;;;Petrol;;;;127317.0;PLN;1461 cm33;[];;;;
Mercedes-Benz Klasa B Promocyjny Leasing 100%, Wyprzeda¿ 2019!;2019;5 km;;;Diesel;;;;126867.0;PLN;1494 cm33;[];;;;
Mercedes-Benz Klasa B 180d 7G DCT (116KM) Wyprzeda¿ 2019 lub 1% Majówka!;2019;10 km;;;Diesel;;;;127453.0;PLN;1461 cm33;[];;;;
Mercedes-Benz Klasa B 180d 7G DCT (116KM) Wyprzeda¿ 2019;2019;5 km;;;Diesel;;;;125526.0;PLN;1461 cm33;[];;;;
BMW M5 Alpina B5 E60 SUPERCHARGED nr 204/428 OKAZJA!!!;2006;60500 km;;;Petrol;;;;159900.0;PLN;4400 cm33;[];;;;
Mercedes-Benz GLE GLE450 SUV 4Matic, Promocyjny leasing 100%!;2019;5 km;;;Petrol;;;;414125.0;PLN;2999 cm33;[];;;;
Mercedes-Benz CLA CLA200 Shooting Brake,Promocyjny Leasing 100%, Wyprzeda¿ w ASO;2019;163 km;;;Petrol;;;;146600.0;PLN;1332 cm33;[];;;;
Mercedes-Benz GLC GLC 63s AMG, 510KM, Promocyjny Leasing 101%;2019;1 km;;;Petrol;;;;444792.0;PLN;3982 cm33;[];;;;
Mercedes-Benz Klasa C Mercedes C200 4Matic, demo dealera, AKCJA SPECJALNA;2019;11500 km;;;Petrol;;;;207530.0;PLN;1497 cm33;[];;;;
Mercedes-Benz GLS GLS350d, demo dealera, AKCJA SPECJALNA;2019;9900 km;;;Diesel;;;;371387.0;PLN;2987 cm33;[];;;;
Mercedes-Benz Klasa E E400d Coupe 4Matic, Nowy Rocznik 2020!;2020;5 km;;;Diesel;;;;421600.0;PLN;2925 cm33;[];;;;
Väderstad Carrier 650  Brona talerzowa Vaderstad Carrier 650;1900;0;;;;;;;42000.0;PLN;0;[];;;;
Alfa Romeo Giulia GIULIA 2,0 280 KM AT8 Q4 Veloce nowa Seria 2020.;2019;1 km;;;Petrol;;;;199900.0;PLN;1995 cm33;[];;;;
Skuter Elektryczny EcoScooty City 1.5 z homologacj¹ EU;2020;1 km;;;;;;;3999.0;PLN;0;['Touring'];;;;
MAZDA 6 II GH LIFT lampa LEWA XENON Z PRZETWORNIC¥ KOMPLET 08-12 EU! Ksenon!;0;0;;;;;;;350.0;PLN;0;['Mazda', 'Nadwozie i owietlenie'];;;;
Case 888  Koparka ko³owa Case 888;1900;0;;;;;;;32500.0;PLN;0;[];;;;
Fiat 500X CROSS 1.0 120KM RP2020;2020;1 km;;;Petrol;;;;84550.0;PLN;999 cm33;[];;;;
Mercedes-Benz GLC AMG 63S coupe *cesja leasing 24 miesi¹ce* folia, pow³oka, gw. 4 lata;2019;9500 km;;;Petrol;;;;399000.0;PLN;3982 cm33;[];;;;
Renault Master 2.3 Dci Maxi Skrzynia DOKA 7 Osobowy TYLKO 55 tys km  Master 2.3 Dci Maxi Skrzynia 7 Osobowy TYLKO 55 tys km;2015;55123 km;;;;;;;44900.0;PLN;2300 cm33;['Master 2.3 Dci Maxi Skrzynia DOKA 7 Osobowy TYLKO 55 tys km '];;;;
koda Citigo iV Wersja FULL OD RÊKI ***CESJA leasingu*** GWARANCJA 4 lata;2019;2200 km;;;;;;;79000.0;PLN;0;['EV'];;;;
Audi A8 O skrêtna pakiet skórzany pakiet chrom pojedyncze fotele;2018;51195 km;;;Petrol;;;;344900.0;PLN;2995 cm33;[];;;;
Suzuki Marauder Zadbany. Przepiêkny. Marauder.;2000;28700 km;;;;;;;14900.0;PLN;805 cm33;['Chopper'];;;;
Kia Sportage Kia Sportage 2.0 CRDI 140 KM 4x4 serwis ASO GWARANCJA;2009;165666 km;;;Diesel;;;;22666.0;PLN;1995 cm33;[];;;;
Chevrolet Captiva 7 osób Salon Polska 1 w³ nawigacja kupiona w 2014 automat;2014;107000 km;;;Diesel;;;;45500.0;PLN;2231 cm33;[];;;;
Citroën Jumpy Combi faktura VAT marza;2017;56000 km;;;Diesel;;;;45000.0;PLN;0;[];;;;
Volkswagen Polo faktura VAT marza;2015;106000 km;;;Diesel;;;;27800.0;PLN;0;[];;;;
LAND ROVER FREELANDER I REFLEKTORY PRAWY i LEWY WERSJA EU 1997-2006;0;0;;;;;;;350.0;PLN;0;['Land Rover', 'Nadwozie i owietlenie'];;;;
Iveco Daily 35c17  Doka 7 osobowy webasto 170 KM Faktura VAT Polecam;2011;306000 km;;;;;;;40000.0;PLN;2998 cm33;['Daily 35c17 '];;;;
Schaffer 5058z  £adowarka schaffer 5058Z;2011;0;;;;;;;67500.0;PLN;0;[];;;;
BMW Seria 4 bmw 430i x drive, Salon PL;2016;92000 km;;;Petrol;;;;112000.0;PLN;1999 cm33;[];;;;
Fiat Bravo Fiat bravo, gaz zamontowany W 08/2017 WA¯NA HOMOL. KLIMA OKAZJA Polska;2009;159492 km;;;Petrol+LPG;;;;15900.0;PLN;1368 cm33;[];;;;
BMW Seria 3 Zamiana E30 2.8 N52B28 Zbudowana od podstaw, szpera p³ytkowa;1988;1000 km;;;Petrol;;;;20999.0;PLN;2494 cm33;[];;;;
Opel Vectra Lift 2.0 TURBO 175PS GTS Xenon Skóra Klima alu ZOBACZ!!!;2007;235000 km;;;Petrol;;;;15900.0;PLN;1998 cm33;[];;;;
Wiola  Przyczepa burtowa, ciê¿arowa;2015;0;;;;;;;8300.0;PLN;0;[];;;;
BMW Seria 5 2015r.525d xDrive 218kM Automat Panorama Hak Salon Pl FV 23% I Rêka;2015;200000 km;;;Diesel;;;;68888.0;PLN;1995 cm33;[];;;;
Nissan Qashqai 1.6 Benzyna! Nawigacja !Bezwypadkowy!Manual! Serwis ASO! Op³acony!;2011;169000 km;;;Petrol;;;;33900.0;PLN;1600 cm33;[];;;;
Chrysler 200 CABRIO COUPE, 3.6 benzyna, Limited, 100% oryginalny przebieg!!;2013;11000 km;;;Petrol;;;;54999.0;PLN;3604 cm33;[];;;;
Audi Q3 AudiQ3/salonPL/model2012/cena brutto/faktura VAT23% bezpor.od w³acic;2011;263000 km;;;Petrol;;;;47074.0;PLN;1984 cm33;[];;;;
JCB 436 HT 426  caterpillar 924k 930 hitachi lx170 na PE£NE KO£A do recyklingu;2002;0;;;;;;;84000.0;PLN;0;[];;;;
Doosan DX300LC 2013 dx 300 LC-3  Leasing 103% jak 30 ton volvo ec300 , cat 329 ,;2013;0;;;;;;;299000.0;PLN;0;[];;;;
Doosan Dx140 2014 rok 14 ton 220 dx  Volvo ec 140 lub 160 Hyundai Robex 140 jcb 130 caterpillar;2014;0;;;;;;;177000.0;PLN;0;[];;;;
Caterpillar 950K  G H M 20 Ton  2013rok , 966 938 Pe³ne ko³a Recykling 928 966 jak 972 962 lub 980 930;2013;0;;;;;;;298000.0;PLN;0;[];;;;
Doosan DX225LC DX 225 LC  22 Tony  2014 rok ,Leasing 103 % dx 225 LC 255 Hyundai 220 235 HITACHI 210;2014;0;;;;;;;257000.0;PLN;0;[];;;;
Terex TW130 LONG max 2008 tw 130 ATLAS NOWY SILNIK  1505 D³ugie 1305 komatsu pw TW 150 110;2008;0;;;;;;;169000.0;PLN;0;[];;;;
Komatsu PC 210LC 2014 rok PC210 LC  GWARANCJA volvo LC 210 220 lub 240 20 ton;2014;0;;;;;;;299999.0;PLN;0;[];;;;
koda Octavia Laurin & Klement #LED #Panorama #2.0TDI 150KM;2015;211272 km;;;Diesel;;;;42500.0;PLN;1980 cm33;[];;;;
Kia Pro_cee'd Niski przebieg! Piêkna!;2013;75000 km;;;Diesel;;;;32999.0;PLN;1582 cm33;[];;;;
MAN TGA 32.360 / 6x4 / Hydroburta / Manual  Stan bardzo dobry;2007;279000 km;;;;;;;139600.0;PLN;0;['TGA 32.360 / 6x4 / Hydroburta / Manual '];;;;
BMW Seria 3 Sprzedam bmw 335xd;2013;81500 km;;;Diesel;;;;98000.0;PLN;2993 cm33;[];;;;
Mercedes-Benz Klasa C C 180 Avangarde;2014;42410 km;;;Petrol;;;;72900.0;PLN;1595 cm33;[];;;;
Carnehl;1997;0;;;;;;;53500.0;PLN;0;[];;;;
koda Octavia II FL 2010/2011 r. 144 tys. km Salon PL;2010;144000 km;;;Petrol;;;;19500.0;PLN;1197 cm33;[];;;;
Renault Scenic LIFT#rozrz¹d wymieniony#nowe klocki#godny polecenia#bez wk³adu;2006;199815 km;;;Petrol+LPG;;;;13900.0;PLN;1598 cm33;[];;;;
Audi Q5 Audi Q5 salon Polska;2014;121000 km;;;Diesel;;;;89000.0;PLN;2000 cm33;[];;;;
Fiat Ducato Maxi Furgon L4H3 2,3 140 KM 17 M3  Nowy Fiat Ducato Maxi Furgon L4H2 2.3 140 KM Doposa¿ony !;2020;1 km;;;;;;;78100.0;PLN;2300 cm33;['Ducato Maxi Furgon L4H3 2,3 140 KM 17 M3 '];;;;
Fiat Ducato L3H2 2.3 140 KM  Nowy Fiat Ducato Furgon L3H2 2.3 140 KM Doposa¿ony !;2020;1 km;;;;;;;75900.0;PLN;2300 cm33;['Ducato L3H2 2.3 140 KM '];;;;
Renault Laguna;2011;141000 km;;;Petrol;;;;29000.0;PLN;1997 cm33;[];;;;
Volvo XC 60 2,4D/4x4/Ocean Race/Polestar220KM/PL/sprzeda¿ lub CESJA Leasingu;2016;192000 km;;;Diesel;;;;7217642.0;PLN;2400 cm33;[];;;;
Fiat Ducato Maxi Furgon L4H2 2,3 140 KM  Nowy Fiat Ducato Maxi Furgon L4H2 2.3 140 KM Doposa¿ony !;2020;1 km;;;;;;;77900.0;PLN;2300 cm33;['Ducato Maxi Furgon L4H2 2,3 140 KM '];;;;
Citroën Berlingo  G W A R A N C J A, doskona³y.;2013;169000 km;;;;;;;14670.0;PLN;0;['Berlingo '];;;;
Fiat Punto Evo G W A R A N C J A, Rejestracja 04.2011, NOWY ROZRZ¥D.;2010;146000 km;;;Diesel;;;;12800.0;PLN;1248 cm33;[];;;;
Audi A3 £ADNE, klima, Asystent parkowania, 2 komplety kó³.;2010;206000 km;;;Diesel;;;;23800.0;PLN;1598 cm33;[];;;;
Mazda 3 BN 2017r. 2.5 Grand Touring 18tys km Najbogatsza wersja Stan idealny;2017;18218 km;;;Petrol;;;;66999.0;PLN;2500 cm33;[];;;;
Ford Focus wygodny, ekonomiczny, G W A R A N C J A.;2015;132000 km;;;Petrol;;;;34850.0;PLN;999 cm33;[];;;;
Volvo EC 55;2011;0;;;;;;;10400.0;PLN;0;[];;;;
Massey Ferguson 6475;2008;0;;;;;;;13600.0;PLN;0;[];;;;
JCB 3CX Sitemaster 4x4;2010;0;;;;;;;12500.0;PLN;0;[];;;;
Claas FAHR AGROTRON M620;2012;0;;;;;;;17200.0;PLN;0;[];;;;
Takeuchi TB 235;2008;0;;;;;;;9800.0;PLN;0;[];;;;
John Deere 7920;2005;0;;;;;;;11600.0;PLN;0;[];;;;
Komatsu SK1020;2007;0;;;;;;;7500.0;PLN;0;[];;;;
Caterpillar 262C;2011;0;;;;;;;12000.0;PLN;0;[];;;;
JCB 3CX ECO;2010;0;;;;;;;14500.0;PLN;0;[];;;;
Claas FAHR AGROTRON M620;2012;0;;;;;;;17200.0;PLN;0;[];;;;
Claas FAHR AGROTRON M615;2011;0;;;;;;;18400.0;PLN;0;[];;;;
Claas ARION 630 CEBIS;2013;0;;;;;;;15400.0;PLN;0;[];;;;
Hyundai Robex 140W-7A;2007;0;;;;;;;15600.0;PLN;0;[];;;;
Caterpillar M318C;2005;0;;;;;;;13500.0;PLN;0;[];;;;
JCB 535-140;2014;0;;;;;;;14500.0;PLN;0;[];;;;
John Deere 6170M;2014;0;;;;;;;23000.0;PLN;0;[];;;;
Caterpillar 272C;2008;0;;;;;;;9300.0;PLN;0;[];;;;
Manitou MLT 627 TURBO;2010;0;;;;;;;12000.0;PLN;0;[];;;;
Bobcat E26 EM;2015;0;;;;;;;9200.0;PLN;0;[];;;;
Claas AXION 830;2015;0;;;;;;;30000.0;PLN;0;[];;;;
Claas FAHR AGROTRON M410;2012;0;;;;;;;15800.0;PLN;0;[];;;;
JCB 531-70;2011;0;;;;;;;13800.0;PLN;0;[];;;;
JCB 416HT;2007;0;;;;;;;12600.0;PLN;0;[];;;;
John Deere 6930;2008;0;;;;;;;16500.0;PLN;0;[];;;;
John Deere 7920;2006;0;;;;;;;17000.0;PLN;0;[];;;;
Volvo ECR 88;2011;0;;;;;;;12100.0;PLN;0;[];;;;
Case IH JXU 105;2009;0;;;;;;;9300.0;PLN;0;[];;;;
Massey Ferguson 7626;2014;0;;;;;;;21000.0;PLN;0;[];;;;
JCB 3CX Contractor Easycontrol;2013;0;;;;;;;16400.0;PLN;0;[];;;;
Manitou MT 1337SLT;2000;0;;;;;;;8000.0;PLN;0;[];;;;
Volvo L150E;2004;0;;;;;;;14500.0;PLN;0;[];;;;
Kubota KX 61;2004;0;;;;;;;7000.0;PLN;0;[];;;;
Caterpillar 320 BL;1998;0;;;;;;;12100.0;PLN;0;[];;;;
McCormick X70.70;2013;0;;;;;;;15200.0;PLN;0;[];;;;
Caterpillar 325BL;2000;0;;;;;;;13200.0;PLN;0;[];;;;
Merlo P 38.13;2013;0;;;;;;;14200.0;PLN;0;[];;;;
New Holland T7.185;2012;0;;;;;;;19200.0;PLN;0;[];;;;
Volvo EC210CL;2010;0;;;;;;;14500.0;PLN;0;[];;;;
Caterpillar IT38G;2006;0;;;;;;;11500.0;PLN;0;[];;;;
Volvo EW 140 B;2005;0;;;;;;;12800.0;PLN;0;[];;;;
Bobcat E 45;2014;0;;;;;;;12200.0;PLN;0;[];;;;
JCB FASTRAC 2170 Plus;2007;0;;;;;;;13800.0;PLN;0;[];;;;
Massey Ferguson 6290;2002;0;;;;;;;10600.0;PLN;0;[];;;;
Volvo MC90B;2006;0;;;;;;;6000.0;PLN;0;[];;;;
Fendt 712;2001;0;;;;;;;10800.0;PLN;0;[];;;;
Bobcat S250;2010;0;;;;;;;12600.0;PLN;0;[];;;;
Volvo L 90 E;2006;0;;;;;;;14600.0;PLN;0;[];;;;
Bobcat S185;2008;0;;;;;;;9200.0;PLN;0;[];;;;
New Holland TS 125 A;2004;0;;;;;;;12200.0;PLN;0;[];;;;
Bobcat S250;2010;0;;;;;;;12600.0;PLN;0;[];;;;
Bobcat 950K;2013;0;;;;;;;28000.0;PLN;0;[];;;;
Hitachi ZX210LC-3;2007;0;;;;;;;16500.0;PLN;0;[];;;;
Komatsu WB93R;2006;0;;;;;;;10800.0;PLN;0;[];;;;
Bomag BW138AD-5;2013;0;;;;;;;12300.0;PLN;0;[];;;;
JCB 531-70;2010;0;;;;;;;11800.0;PLN;0;[];;;;
JCB 524-50;2009;0;;;;;;;9000.0;PLN;0;[];;;;
Manitou MLT 523;2010;0;;;;;;;12500.0;PLN;0;[];;;;
Volvo EW180C;2007;0;;;;;;;13800.0;PLN;0;[];;;;
Komatsu PC350LC-8;2010;0;;;;;;;16200.0;PLN;0;[];;;;
Caterpillar 312E;2012;0;;;;;;;24000.0;PLN;0;[];;;;
JCB 515-40;2010;0;;;;;;;7000.0;PLN;0;[];;;;
JCB 4CX;2007;0;;;;;;;13200.0;PLN;0;[];;;;
Case IH MXU 135;2005;0;;;;;;;12500.0;PLN;0;[];;;;
Atlas 160W;2012;0;;;;;;;18200.0;PLN;0;[];;;;
Hitachi ZX130LCN;2016;0;;;;;;;14000.0;PLN;0;[];;;;
Caterpillar 432E EVOLUTION;2009;0;;;;;;;12800.0;PLN;0;[];;;;
Volvo BL70;2008;0;;;;;;;14000.0;PLN;0;[];;;;
JCB 3CX CONTRACTOR;2007;0;;;;;;;13790.0;PLN;0;[];;;;
Case IH JX95 4WD;2007;0;;;;;;;9500.0;PLN;0;[];;;;
JCB 8045 ZTS;2007;0;;;;;;;11200.0;PLN;0;[];;;;
Caterpillar 140H;2007;0;;;;;;;16800.0;PLN;0;[];;;;
JCB 520-50;2007;0;;;;;;;7800.0;PLN;0;[];;;;
Caterpillar 303.5CCR;2010;0;;;;;;;12500.0;PLN;0;[];;;;
JCB 8055 RTS;2008;0;;;;;;;10900.0;PLN;0;[];;;;
Terex TX760B;2007;0;;;;;;;11700.0;PLN;0;[];;;;
Komatsu PC228USL;2007;0;;;;;;;18500.0;PLN;0;[];;;;
Manitou MT1235S;2006;0;;;;;;;10800.0;PLN;0;[];;;;
Hyundai Robex 145 LCR-9;2012;0;;;;;;;15300.0;PLN;0;[];;;;
JCB 3 CX Eco;2011;0;;;;;;;15400.0;PLN;0;[];;;;
New Holland TM 155;2003;0;;;;;;;9200.0;PLN;0;[];;;;
Caterpillar 938G;1998;0;;;;;;;16400.0;PLN;0;[];;;;
New Holland TS135A;2005;0;;;;;;;11200.0;PLN;0;[];;;;
Hitachi ZX 170;2008;0;;;;;;;16400.0;PLN;0;[];;;;
Massey Ferguson 5455;2008;0;;;;;;;12800.0;PLN;0;[];;;;
JCB 2CX;2011;0;;;;;;;12000.0;PLN;0;[];;;;
Case IH MAXXUM 125;2010;0;;;;;;;14000.0;PLN;0;[];;;;
Caterpillar 308E2CR;2014;0;;;;;;;18900.0;PLN;0;[];;;;
Fendt Favorit 515 C;2000;0;;;;;;;9500.0;PLN;0;[];;;;
Caterpillar 257D;2016;0;;;;;;;16500.0;PLN;0;[];;;;
Caterpillar 938G;1998;0;;;;;;;16400.0;PLN;0;[];;;;
Hyundai ROBEX 55W-9;2012;0;;;;;;;13500.0;PLN;0;[];;;;
Manitou MLT940-120H LSU;2011;0;;;;;;;19000.0;PLN;0;[];;;;
Volvo ECR145DL;2013;0;;;;;;;25000.0;PLN;0;[];;;;
Case IH FARMALL 105U;2009;0;;;;;;;12600.0;PLN;0;[];;;;
Hamm GRW280-16;2010;0;;;;;;;18500.0;PLN;0;[];;;;
Bobcat 425;2008;0;;;;;;;9500.0;PLN;0;[];;;;
Massey Ferguson 5455;2007;0;;;;;;;10600.0;PLN;0;[];;;;
Caterpillar 226 B;2005;0;;;;;;;7800.0;PLN;0;[];;;;
Kobelco SK35SR-5;2009;0;;;;;;;7200.0;PLN;0;[];;;;
Caterpillar 320C LU;2002;0;;;;;;;14600.0;PLN;0;[];;;;
Caterpillar 906;2005;0;;;;;;;9800.0;PLN;0;[];;;;
Kubota KX057-4;2014;0;;;;;;;16400.0;PLN;0;[];;;;
JCB 409;2014;0;;;;;;;13500.0;PLN;0;[];;;;
Komatsu PC78MR-6;2004;0;;;;;;;9500.0;PLN;0;[];;;;
Komatsu PC80 MR-3;2010;0;;;;;;;15000.0;PLN;0;[];;;;
Caterpillar 907H;2008;0;;;;;;;13000.0;PLN;0;[];;;;
Kubota KX080;2014;0;;;;;;;18500.0;PLN;0;[];;;;
Hitachi ZX30U-2;2008;0;;;;;;;9900.0;PLN;0;[];;;;
Komatsu WA480-6;2011;0;;;;;;;18000.0;PLN;0;[];;;;
Manitou 160ATJ;2007;0;;;;;;;9000.0;PLN;0;[];;;;
Komatsu PC26MR-3;2012;0;;;;;;;9300.0;PLN;0;[];;;;
Bomag BW174AD 4;2006;0;;;;;;;10500.0;PLN;0;[];;;;
Bomag BW177D-4;2008;0;;;;;;;18900.0;PLN;0;[];;;;
Honda FR-V 1.8 VTec 140KM Orygina³ Bez KOROZJI! SERWIS! OKAZJA!!!;2007;217000 km;;;Petrol;;;;25500.0;PLN;1799 cm33;[];;;;
Honda Civic Honda Civic VIII sedan;2007;441472 km;;;Petrol;;;;10000.0;PLN;1799 cm33;[];;;;
Ford Kuga 1.5 EcoBoost, 182km 4WD Titanium Plus;2015;108600 km;;;Petrol;;;;69900.0;PLN;1499 cm33;[];;;;
Mercedes-Benz Atego  Sprzedam Samochód Pomocy Drogowej Osobowe i Busy;2013;261570 km;;;;;;;220000.0;PLN;7201 cm33;['Atego '];;;;
Audi A3 Sprzedam Audi A3 2.0TDI 11.2006.Auto bardzo zadbane;2006;301000 km;;;Diesel;;;;14900.0;PLN;1968 cm33;[];;;;
BMW Seria 5 F11 525d xDrive TwinTurbo 218KM KeyLess. Navi Prof. Efficient Dynamics;2012;221000 km;;;Diesel;;;;58500.0;PLN;1995 cm33;[];;;;
Audi RS7 Audi RS7 B&O Google Maps Doci¹gi drzwi APR;2016;70000 km;;;Petrol;;;;249000.0;PLN;3993 cm33;[];;;;
koda Superb Skoda Superb Salon Polska, 2,0 TDI 4X4, webasto;2015;154000 km;;;Diesel;;;;55000.0;PLN;1968 cm33;[];;;;
Audi A5 Sportback S line 2.0 TFSI quattro 245 KM S tronic Dealer;2020;10 km;;;Petrol;;;;288297.0;PLN;1984 cm33;[];;;;
Volvo C30 G W A R A N C J A, Niepospolite, P I Ê K N E, Oszczêdne;2012;108000 km;;;Diesel;;;;29800.0;PLN;1560 cm33;[];;;;
BMW Seria 5 Bmw G31 520d Xdrive M Sport Touring 190km..2018R Alpine White;2018;72000 km;;;Diesel;;;;168500.0;PLN;1995 cm33;[];;;;
Lexus LS 600h, bia³a per³a, oryginalny przebieg;2007;181828 km;;;;;;;59999.0;PLN;4969 cm33;['Hybrid'];;;;
Mercedes-Benz 41.41  Mercedes Actros Betonomieszarka LIEBHERR 9m3, Kiper Skibniewski 13m3;2004;550410 km;;;;;;;165000.0;PLN;0;['41.41 '];;;;
BMW Seria 3 318i Touring doinwestowany, prywatnie;2008;252000 km;;;Petrol;;;;23500.0;PLN;1995 cm33;[];;;;
Lamborghini Aventador Lamborghini Aventador LP700 4;2013;60400 km;;;Petrol;;;;849000.0;PLN;6498 cm33;[];;;;
Citroën Jumper  163KM L4H2 /1 wl /Bezwypadkowy/ Gwarancja fabryczna /Leasing / F-Vat;2019;14126 km;;;;;;;69900.0;PLN;1997 cm33;['Jumper '];;;;
BMW Seria 6 BMW 6 Gran Coupe 650I X Drive M Pakiet Face Lifting.;2016;46000 km;;;Petrol;;;;233000.0;PLN;4400 cm33;[];;;;
Volkswagen Golf 1.6 TDI 115 KM Comfortline Faktura VAT Gwarancja;2017;149355 km;;;Diesel;;;;51900.0;PLN;1598 cm33;[];;;;
Mercedes-Benz Klasa B Skrzynia automatyczna CVT, chipowany 158km, serwisowany;2007;253500 km;;;Diesel;;;;19900.0;PLN;1992 cm33;[];;;;
Volkswagen Polo VW POLO 6R 2010r. 1.2 TSI 105KM;2010;182600 km;;;Petrol;;;;21500.0;PLN;1197 cm33;[];;;;
koda Fabia Bardzo ³adna FABIA,bezwypadkowy,1 wszy w³aciciel ,Salon Polska;2005;238000 km;;;Petrol;;;;7200.0;PLN;1198 cm33;[];;;;
Land Rover Discovery Land Rover III 2008 Oryginalny Przebieg Bezwypadkowy 7 osobowy, Hak;2008;291000 km;;;Diesel;;;;55000.0;PLN;2720 cm33;[];;;;
Mercedes-Benz Klasa S Sprzedam liczn¹ S63 , niski przebieg;2008;150000 km;;;Petrol;;;;90000.0;PLN;6208 cm33;[];;;;
BMW Seria 1 Bezwypadkowy, Stan idealny, 1 w³aciciel, Salon polska;2016;109183 km;;;Diesel;;;;80000.0;PLN;1995 cm33;[];;;;
Laverda M306  Pierwszy w³aciciel / Bardzo dobry stan / W trakcie pracy!;2003;0;;;;;;;169000.0;PLN;0;[];;;;
BMW X5 2,5d XDRIVE BEZWYPADKOWY, SALON ,M PAKIET pierwszy w³aciel, serwis ,;2015;178500 km;;;Diesel;;;;127000.0;PLN;2000 cm33;[];;;;
Audi A6 4x4 Skóra Navi Fakt.Vat 23%;2013;153000 km;;;Petrol;;;;53900.0;PLN;1984 cm33;[];;;;
SsangYong REXTON REXTON, 4x4, wersja 7 miejscowa, salon Polska;2014;125000 km;;;Diesel;;;;58000.0;PLN;1998 cm33;[];;;;
Volvo V70 S+V70 dla mi³oników marki;2006;245000 km;;;Petrol;;;;13200.0;PLN;2435 cm33;[];;;;
Toyota Corolla Comfort+Tech 1.2 T 116km 2019r Kamera Asystent Park. Salon Plolska!!!;2019;7400 km;;;Petrol;;;;58900.0;PLN;1197 cm33;[];;;;
MG MGB GT oryginalny z 1967 roku po glebokiej profesjonalnej renowacji!;1967;55800 km;;;Petrol;;;;57000.0;PLN;1800 cm33;[];;;;
koda Octavia Skoda Octavia led ksenon vat 23;2016;159000 km;;;Diesel;;;;49900.0;PLN;1986 cm33;[];;;;
Audi A3 Wyj¹tkowy kabriolet;2018;22000 km;;;Petrol;;;;119000.0;PLN;2000 cm33;[];;;;
Citroen Peugeot FABRYCZNIE NOWE Radio CD Siemens 96624490XT, PSARCD411-52;0;0;;;;;;;149.0;PLN;0;['Citroën', 'Uk³ad elektryczny i audio'];;;;
BMW X5 Pierwszy w³aciciel, krajowy, 3.0D XDrive, osoba prywatna, 75tys km;2014;75000 km;;;Diesel;;;;148000.0;PLN;3000 cm33;[];;;;
Audi S4;2017;52600 km;;;Petrol;;;;176900.0;PLN;0;[];;;;
Renault Talisman 160kM prywatnie full led radar automat masa¿e du¿y monitor;2016;163959 km;;;Diesel;;;;49800.0;PLN;1598 cm33;[];;;;
Mini Clubman Mini Clubman Pierwszy Wlasciciel;2017;59000 km;;;Petrol;;;;59000.0;PLN;1499 cm33;[];;;;
koda Superb stan idealny, pierwszy w³aciciel;2019;39000 km;;;Diesel;;;;75741.0;PLN;1968 cm33;[];;;;
Volvo V70 super stan, bogate wyposa¿enie;2013;500000 km;;;Diesel;;;;24000.0;PLN;1560 cm33;[];;;;
TMT Ruchoma pod³oga 92m3 Pod³oga 10 mm 2019 rok  Mo¿liwy Wynajem;2019;0;;;;;;;194000.0;PLN;0;[];;;;
Ford Ranchero Amazing Ford Ranchero GT 1977;1977;43690 km;;;Petrol;;;;132999.0;PLN;6600 cm33;[];;;;
Opel ORYGINALNE dekielki dekle komplet 4 szt 09223038HX;0;0;;;;;;;55.0;PLN;0;['Opel', 'Akcesoria'];;;;
Porsche Cayenne Porsche Cayenne 3,0 340KM;2019;9960 km;;;Petrol;;;;368000.0;PLN;2995 cm33;[];;;;
BMW Seria 5 BMW 520i (F10) Extra Prywatna Oferta !!!;2014;200000 km;;;Petrol;;;;66000.0;PLN;1997 cm33;[];;;;
BMW 1M E82 coupe 426KM, 604Nm, bardzo szybkie, osoba prv, baza 135i;2009;123189 km;;;Petrol;;;;60000.0;PLN;2979 cm33;[];;;;
Audi S6 AUDI S6 2017 4.0TFSI 450km;2017;46000 km;;;Petrol;;;;186999.0;PLN;3999 cm33;[];;;;
Goldhofer NACZEPA D£U¯YCA ROZCI¥GANA DO 39m 4-OSIE BPW 2005r  Platforma D³u¿yca Rozci¹gana 4 Osie BPW 2005r;2005;0;;;;;;;112000.0;PLN;0;[];;;;
Opel Corsa 1.0 12V Szyberdach , Alufelgi , Zadbany !!!;2000;204200 km;;;Petrol;;;;1950.0;PLN;973 cm33;[];;;;
Kia Stonic 1.0 T GDI 120 KM, manual, Wersja XL + Pakiet Bezpieczeñstwa;2019;990 km;;;Petrol;;;;77900.0;PLN;998 cm33;[];;;;
Ford EDGE 2.0TDCi 210KM*SPORT*Radary*Panorama*AWD*Full Led*Pe³en Serwis ASO*;2016;198890 km;;;Diesel;;;;89900.0;PLN;1997 cm33;[];;;;
